CBOW,0,5,0,10,100,1,10000_Trained_on1000000articles,79,4261
CBOW,0,5,0,10,100,1,20000_Trained_on1000000articles,150,4190
CBOW,0,5,0,10,100,1,30000_Trained_on1000000articles,230,4110
CBOW,0,5,0,10,100,1,40000_Trained_on1000000articles,322,4018
CBOW,0,5,0,10,100,1,50000_Trained_on1000000articles,350,3990
CBOW,0,5,0,10,100,1,70000_Trained_on1000000articles,557,3783
CBOW,0,5,0,10,100,1,90000_Trained_on1000000articles,563,3777
CBOW,0,5,0,10,100,5,10000_Trained_on1000000articles,38,4302
CBOW,0,5,0,10,100,5,50000_Trained_on1000000articles,366,3974
CBOW,0,5,0,10,100,5,90000_Trained_on1000000articles,561,3779
CBOW,0,5,0,10,100,9,10000_Trained_on1000000articles,25,4315
CBOW,0,5,0,10,100,9,50000_Trained_on1000000articles,303,4037
CBOW,0,5,0,10,100,9,90000_Trained_on1000000articles,581,3759
CBOW,0,5,0,10,150,1,10000_Trained_on1000000articles,19,4321
CBOW,0,5,0,10,150,1,50000_Trained_on1000000articles,566,3774
CBOW,0,5,0,10,150,1,90000_Trained_on1000000articles,664,3676
CBOW,0,5,0,10,200,1,10000_Trained_on1000000articles,85,4255
CBOW,0,5,0,10,200,1,50000_Trained_on1000000articles,576,3764
CBOW,0,5,0,10,200,1,90000_Trained_on1000000articles,669,3671
CBOW,1,15,0,30,100,1,10000_Trained_on1000000articles,45,4295
Fast_Text,0,5,0,10,100,1,10000_Trained_on1000000articles,39,4301
Fast_Text,0,5,0,10,100,1,20000_Trained_on1000000articles,139,4201
Fast_Text,0,5,0,10,100,1,30000_Trained_on1000000articles,388,3952
Fast_Text,0,5,0,10,100,1,40000_Trained_on1000000articles,480,3860
Fast_Text,0,5,0,10,100,1,50000_Trained_on1000000articles,521,3819
Fast_Text,0,5,0,10,100,1,70000_Trained_on1000000articles,559,3781
Fast_Text,0,5,0,10,100,1,90000_Trained_on1000000articles,685,3655
Fast_Text,0,5,0,10,100,5,10000_Trained_on1000000articles,23,4317
Fast_Text,0,5,0,10,100,5,50000_Trained_on1000000articles,377,3963
Fast_Text,0,5,0,10,100,5,90000_Trained_on1000000articles,614,3726
Fast_Text,0,5,0,10,100,9,10000_Trained_on1000000articles,21,4319
Fast_Text,0,5,0,10,100,9,50000_Trained_on1000000articles,409,3931
Fast_Text,0,5,0,10,100,9,90000_Trained_on1000000articles,639,3701
Fast_Text,0,5,0,10,150,1,10000_Trained_on1000000articles,67,4273
Fast_Text,0,5,0,10,150,1,50000_Trained_on1000000articles,481,3859
Fast_Text,0,5,0,10,150,1,90000_Trained_on1000000articles,774,3566
Fast_Text,0,5,0,10,200,1,10000_Trained_on1000000articles,19,4321
Fast_Text,0,5,0,10,200,1,50000_Trained_on1000000articles,437,3903
Skip_gram,0,5,0,10,100,1,10000_Trained_on1000000articles,18,4322
Skip_gram,0,5,0,10,100,1,20000_Trained_on1000000articles,118,4222
Skip_gram,0,5,0,10,100,1,30000_Trained_on1000000articles,160,4180
Skip_gram,0,5,0,10,100,1,40000_Trained_on1000000articles,220,4120
Skip_gram,0,5,0,10,100,1,50000_Trained_on1000000articles,244,4096
Skip_gram,0,5,0,10,100,1,70000_Trained_on1000000articles,327,4013
Skip_gram,0,5,0,10,100,1,90000_Trained_on1000000articles,361,3979
Skip_gram,0,5,0,10,100,5,10000_Trained_on1000000articles,26,4314
Skip_gram,0,5,0,10,100,5,50000_Trained_on1000000articles,240,4100
Skip_gram,0,5,0,10,100,5,90000_Trained_on1000000articles,366,3974
Skip_gram,0,5,0,10,100,9,10000_Trained_on1000000articles,25,4315
Skip_gram,0,5,0,10,100,9,50000_Trained_on1000000articles,230,4110
Skip_gram,0,5,0,10,100,9,90000_Trained_on1000000articles,369,3971
Skip_gram,0,5,0,10,150,1,10000_Trained_on1000000articles,33,4307
Skip_gram,0,5,0,10,150,1,50000_Trained_on1000000articles,285,4055
Skip_gram,0,5,0,10,150,1,90000_Trained_on1000000articles,448,3892
Skip_gram,0,5,0,10,200,1,10000_Trained_on1000000articles,42,4298
Skip_gram,0,5,0,10,200,1,50000_Trained_on1000000articles,316,4024
Skip_gram,0,5,0,10,200,1,90000_Trained_on1000000articles,439,3901
Skip_gram,1,15,0,30,100,1,10000_Trained_on1000000articles,4,4336
